content,channelName,title
美网再损失一名大将！前法网冠军奥斯塔彭科宣布退赛北京时间8月26日，前法网冠军奥斯塔彭科成为了最新一位因为担心新型冠状病毒疫情而宣布退出美国网球公开赛的大牌球员。现年23岁的拉脱维亚人目前世界排名42位，2017年曾经在罗兰加洛斯一黑到底夺得法网冠军，当时她世界排名第47位。据《欧洲体育报》报道，奥斯塔彭科最后一次参加WTA巡回赛是在2月份的卡塔尔，当时她进入了最后16强。世界排名前10位的女选手中有6位已经退出了定于8月31日在纽约开始的美网大赛，分别是世界排名第一的阿什利-巴蒂、世界排名第二的西蒙娜-哈勒普、卫冕冠军比安卡-安德莱斯库、埃琳娜-斯维托丽娜、琪基-贝尔滕斯和贝琳达-本西奇。由于美国境内的新冠疫情仍然十分严峻，美网全程都将在没有球迷的情况下举行，主办方称之为“生物安全泡沫”。（Alse）返回搜狐，查看更多,体育,美网再损失一名大将！前法网冠军奥斯塔彭科宣布退赛
辛辛那提赛：德约2-0胜桑德格伦 穆雷不敌拉奥尼奇搜狐体育消息 北京时间8月26日早间，2020赛季男子网球ATP1000系列大师赛辛辛那提站继续进行，在男单第三轮的比赛中，头号种子德约科维奇6-2/6-4直落两盘轻取桑德格伦，英国名将穆雷2-6/2-6不敌拉奥尼奇，卫冕冠军梅德韦杰夫6-3/6-3击败贝德内晋级。德约科维奇2-0桑德格伦（6-2/6-4）塞尔维亚天王德约科维奇最近两个赛季再度进入巅峰状态，上赛季连夺两个大满贯冠军后，本赛季开赛以来更是保持不败，18场连胜连夺ATP杯、澳网和迪拜赛冠军。辛辛那提赛德约首战轻取比兰斯基，在第三轮对手则是美国好手桑德格伦，两人此前两次交手德约保持全胜。首盘比赛中，德约一改首场的慢热状态，一上来首局就利用高质量的接发球展开冲击，率先逼出破发点机会后，正拍变直线完成破发，顺势一个lovegame保发下比分来到2-0领先。桑德格伦此前连续完成两次保发，但在第七局发球局再度失守，德约又一次高效的在破发点上兑现5-2领先，接下来发球胜盘局德约化解破发点保发，6-2赢得首盘胜利。第二盘比赛中，德约仍旧是力拼开局，桑德格伦一发质量不高连续送出机会，德约在第二个破发点上打出反拍制胜分，随后顶住对手反扑保发2-0领先。一轮各自保发后，第八局桑德格伦展开冲击，德约一发连续失误送出0-40连续破发点，但桑德格伦仍旧没能把握住机会，德约此后连救破发点保发。第九局德约错失五个破发点也是赛点，但桑德格伦仍旧无法攻破对手的发球局，德约lovegame保发后6-4赢得第二盘胜利，总分2-0获胜挺进八强，下轮对手则是德国好手施特鲁夫。英国天王穆雷经过赛季初的修养后，本站辛辛那提赛迎来了复出，首轮击败狄亚福后第二轮则是战胜强劲对手5号种子小兹维列夫。在第三轮穆雷迎战加拿大名将拉奥尼奇，两人生涯有过12次交手，穆雷9胜3负占据绝对优势，并且最近8次保持全胜战绩，但上一次交手已经是2016年的年终总决赛。首盘比赛中，一上来两人就进入到各自保发节奏中，比分很快来到2-2平，第五局穆雷发球局率先失守，拉奥尼奇底线强大的正拍进攻能力开始发挥，40-15连续破发点上再轰制胜分，连破带保4-2领先。第七局穆雷发球局仍旧表现不佳，拉奥尼奇正拍连续打出制胜分，又一个连破带保下6-2赢得首盘胜利。第二盘比赛中，穆雷本场一发质量不高，首局错失两个局点后送出破发点机会，尽管挽救一个破发点，但随后拉奥尼奇底线大角度正拍直线完成破发，保发后拉奥尼奇2-0领先。比分落后的穆雷苦苦寻找破发机会，但拉奥尼奇保持了高质量的发球，第六局化解两个破发点保发使得穆雷错失最好的破发机会，盘末阶段拉奥尼奇连破带保带走比赛胜利，6-2赢得第二盘总分2-0获胜，结束了对阵穆雷的8场连败。梅德韦杰夫2-0贝德内（6-3/6-3）俄罗斯名将梅德韦杰夫是赛会3号种子，也是本届赛事的卫冕冠军，上赛季梅德韦杰夫在北美赛季进入生涯巅峰状态，连续四周闯进各项赛事决赛，其中就包括拿下辛辛那提冠军和美网亚军。本赛季梅德韦杰夫还没有出彩战绩，在辛辛那提赛上第三轮对手是资格赛晋级的贝德内。首盘比赛中 ，贝德内保发首局后，第二局开始梅德韦杰夫掌控比赛节奏，连得8分完成连保带破，随后保发第四局取得3-1领先。此后梅德韦杰夫保持了非常出色的发球状态，连续保发下又在第九局完成第二次破发，6-3赢得首盘胜利。第二盘比赛中，比赛进程依旧波澜不惊，梅德韦杰夫步步为营建立优势，终于在第四局中抓住对手发球下滑之际拿到破发机会，底线连续调动对手完成破发，顺势保发下3-1领先。比分落后的贝德内难以完成回破，梅德韦杰夫保发继续扩大优势，并在第九局再度破发，6-3赢得第二盘胜利总分2-0挺进八强。男单第三轮其他比赛中，8号种子阿古特先丢一盘下，4-6/6-3/6-2逆转击败11号种子哈恰诺夫，7号种子戈芬1-2不敌施特鲁夫，奥佩尔科6-3/7-6战胜6号种子贝雷蒂尼，4号种子西西帕斯经历两个抢七，2-0击败16号种子美国好手伊斯内尔。返回搜狐，查看更多,体育,辛辛那提赛：德约2-0胜桑德格伦 穆雷不敌拉奥尼奇
柯洁绝杀率队卫冕农心杯 中国围棋赛场内外双丰收中新网客户端北京8月22日电(记者 岳川) 狭路相逢勇者胜。在刚刚结束的第21届农心杯世界围棋团体锦标赛最后一盘较量中，中方主将柯洁顶住巨大压力，执白中盘战胜韩方主将朴廷桓，不负众望帮助中国队卫冕成功，第8次捧得农心杯。世界围棋团体锦标赛代表世界范围内最高水平的团体比拼，其重要程度无需赘言。加之本届农心杯又是自疫情爆发以来最具分量的围棋赛事，这自然令它更加受到中日韩棋迷的关注。过往历届世界围棋团体锦标赛的冠军一般在2月产生，今年由于疫情，后半程比赛被迫延后了近半年。好事多磨，由柯洁、范廷钰、谢尔豪、芈昱廷和杨鼎新组成的中国队，最终如愿卫冕成功。虽然日本队近年来实力相对不足，但韩国队兵强马壮，5人中包括4个世界冠军。特别是韩国等级分第一人申真谞，自拿下LG杯冠军后前景愈发被外界看好。因此中国队想要卫冕，并不容易。比赛进程也如外界所料，中国队赢得艰难。能够如愿卫冕，首先要归功于先锋杨鼎新的精彩表现。在本届农心杯首阶段比赛中，元晟溱、山下敬吾和金志锡先后败于杨鼎新之手；第二阶段，他又接连淘汰了一力辽、李东勋、申真谞与许家元。至此，豪取七连胜的杨鼎新把日、韩两队打得仅剩下各家主将，而中国队还一人未损。在农心杯历史上，包括胡耀宇、李昌镐、彭荃、姜东润、谢赫、党毅飞等棋手先后在单届比赛中完成五连胜，而申旻埈曾取得六连胜。第18届和第20届中，作为先锋出战的范廷钰两次取得七连胜，为中国队夺冠奠定了坚实的基础，那也是农心杯过往单届赛事中的连胜纪录。因此，“连下七城”的杨鼎新不仅追平了由范廷钰创造的连胜纪录，还再一次复制了“先锋会主将”的佳话。不过在去年底进行的第二阶段最后一盘棋中，杨鼎新憾负日方主将井山裕太。虽然他没能刷新纪录，但其惊艳的表现为中国队开启了冠军之门。主将柯洁同样功不可没。在朴廷桓渐入佳境时，压轴登场的柯洁终结了他的冠军梦。同为世界冠军，虽然近来朴廷桓的状态似乎不如队友申真谞，但经验丰富的他已连续多届以韩国队主将的身份参赛，这次也不例外。朴廷桓也用表现证明自己堪当大任，他在毫无退路的情况下四次退敌，最终请出了中方主将柯洁。柯洁与朴廷桓是老对手，图为2020第八届CCTV贺岁杯中日韩新春围棋争霸赛决赛 钟欣 摄尽管芈昱廷、范廷钰、谢尔豪先后不敌朴廷桓，但今日背水一战的柯洁一锤定音，终结悬念。至此，在最近9届世界围棋团体锦标赛中，中国队7次夺冠，再度展现了在围棋项目上强大的团体实力与人才厚度。日后回首本届赛事，除了杨鼎新、柯洁等人的精彩表现外，朴廷桓与范廷钰的重赛也会是令人印象深刻的记忆点。网络对局，最糟心的就是碰到网络掉线、机器故障等意外，类似的突发情况也发生在本届农心杯的比赛中。前日朴廷桓与范廷钰的对局，就在中断许久后宣布重赛。朴廷桓有个习惯，他喜欢在读秒进行到第9秒左右时落子，这也被他从当面对弈带到了网络对局中。意外发生在第157手时。在此之前，执白的朴廷桓表现稳定，棋形厚势，而范廷钰处于劣势。可直到这一手读秒时间到，观赛的棋迷也迟迟未能等到朴廷桓落子。从韩国棋院事后提供的视频中可见，朴廷桓在读秒进行到第8秒和第9秒时均有点击鼠标的动作，但屏幕上迟迟没有反馈，直至超时。随后朴廷桓示意工作人员，韩国棋院的结论是服务器正常，问题或许出在鼠标上。不过也有网友在观看视频后认为，是朴廷桓自己点错了位置。无论如何，超时的结果已不可改。柯洁一锤定音 资料图 中新社记者 曾鼐 摄无论是停一手还是直接判负，超时对于朴廷桓而言都意味着失利，也意味着韩国队全军覆没。不过经双方相关组织协商后，最终范廷钰和朴廷桓的这盘棋被判重赛。中国围棋协会副主席华学明说：“体育首先要遵循规则，但体育同时应该有它的‘温度’和‘精神’。”本届农心杯，中国队在棋盘上与棋盘外，大获全胜。(完)返回搜狐，查看更多,体育,柯洁绝杀率队卫冕农心杯 中国围棋赛场内外双丰收
锦织圭第二次新冠检测仍为阳性 能否参加美网成未知中新网8月22日电 北京时间22日凌晨，日本网球名将锦织圭在社交平台上公布了自己的第二次核酸检测结果。不幸的是，锦织圭的检测结果仍旧是阳性。锦织圭表示自己症状很轻，并且处于完全隔离中。在下周初还会做一次核酸检测，届时会向大家公布最新情况。同时，他也感谢了大家对他的关心。五天前，锦织圭宣布自己新冠病毒检测呈阳性，并因此退出即将开始的辛辛那提大师赛。据悉，按美国公共卫生当局规定，新冠阳性需要隔离10天，锦织圭有可能在美网开赛前5天解除隔离。尽管宣布退出了辛辛那提站比赛，但锦织圭却并没有对是否参加美网明确表态。按照计划，2020年美国网球公开赛将于将于8月31日开战。(完)返回搜狐，查看更多,体育,锦织圭第二次新冠检测仍为阳性 能否参加美网成未知
莫法拉将战伦敦马拉松 为奥运只做兔子目标2:11:30近日，37岁的英国中长跑名将莫法拉宣布出战10月初的第40届伦敦马拉松赛。不过莫法拉的目标仅为2小时11分30秒，这是明年夏天东京奥运会男子马拉松的达标线，莫法拉这次参赛的目的就是为队友领跑做兔子，带动更多的英国队队友达标东京奥运会参赛资格。今年4月世界田联宣布，东京奥运会田径的达标审核于2020年4月6日至11月30日之间暂停，不过近日世界田联宣布马拉松的达标从9月1日起恢复。莫法拉曾在2018赛季参加过伦敦马拉松，当时他以2小时06分21秒完成比赛，不仅创造新的PB还刷新了尘封33年的英国全国纪录。而莫法拉的全马个人最好成绩，是他在2018年芝加哥马拉松赛上跑出的2小时05分11秒。莫法拉公开表示：“伦敦马拉松赛从我还是个学生的时候就对我非常重要，当他们要求我这么做时，我认为能提供帮助会很棒。我现在的状态很好，10月初的时候我会出现在伦敦马拉松赛场，这符合我的训练计划。现在我和一些准备参加奥运会预选赛的英国人在罗梅乌训练，他们都是好小伙子。目前在全球因为疫情缺乏比赛的情况下，这次伦敦马拉松是他们冲击奥运参赛资格的最佳机会。”今年的伦敦马拉松赛推迟到10月4日进行，4.5万大众跑者受疫情影响将无缘参赛，比赛将仅保留精英跑。比赛将在伦敦圣詹姆斯公园的一个封闭的环形赛道进行19.8圈，赛会将不允许任何观众观看，英国广播公司将对比赛进行现场报道。莫法拉目前的目标是保持状态，争取参加明年的东京奥运会，向卫冕男子10000米冠军努力。不过莫法拉将受到来自乌干达的切普特盖等新锐的冲击，卫冕之路充满变数。（Red）返回搜狐，查看更多,体育,莫法拉将战伦敦马拉松 为奥运只做兔子目标2:11:30
男排联赛八强提前揭晓七席 八一退赛福建负场清零晋级8月21日，2019-2020赛季全国男排超级联赛战罢小组赛第3轮，福建师范大学在D组直落三局以3-0（25-22、25-16、25-18）送蛋劲敌河北海瑞，虽然早前力拼三局以0-3被八一南昌零封，但后者由于主动退赛令福建获益负场清零。这样，全国男排超级联赛八强提前揭晓七席，分别是A组上海金色年华和河南、B组浙江与北京汽车、C组江苏南京广电猫猫、D组福建师范大学和山东。福建师范大学是由腾茂民挂帅，启用主攻10号施金赓（队长）和18号高杰铭、副攻6号梁金峥与9号陈艺祥、接应17号陈作栋和二传8号吴斋、自由人15号林日东搭档首发；反观河北海瑞则是由王彬执掌教鞭，派遣主攻12号李董马亚（队长）与15号隋翔宇、副攻1号马帅和18号史增超、接应10号姚宝龙与二传6号侯垠龙、自由人16号付冀丰携手出战。李董马亚第一局拦截陈作栋和史增超探头，河北男排由2-4连得2分追平后，被陈作栋后二突破至7-8好在陈艺祥跳发下网。福建男排凭借高杰铭与陈作栋相继重扣到13-11，河北由于隋翔宇拦网被借手出界再开炮连丢2分至12-15迫使王彬暂停。福建男排由高杰铭平拉开到19-15但遭姚宝龙和李董马亚连追4分，吴斋拦网领先局点至24-22后利用姚宝龙后二失误先胜25-22。河北男排第二局由于史增超触网和李董马亚被拦，开局落后1-6时由王彬暂停，温子华替补姚宝龙登场强攻被拦至6分差距。河北男排因为温子华后二下网和开炮，拦防施金赓失效到6-14由姚宝龙返场，福建男排通过陈作栋双快和施金赓防反至17-7。河北男排依靠马帅短平快与李董马亚平拉开到12-21，福建男排利用施金赓借手出界和孙昌豪开炮以25-16再胜一局。第三局吴斋跳飘球滚网落在界内和陈作栋拦网，福建男排在4-1后施金赓平拉开与陈作栋背平，并且施金赓后三和陈作栋后二至8-5。河北男排利用陈艺祥前排触网和马帅封堵建功由10-16追分到13-17，可惜孙昌豪与姚宝龙相继开炮失误至14-20。河北男排主教练王彬休战后依然难以阻止对方的如潮攻势，最终拦防不住陈作栋背平到18-25，由于尴尬两连败提前无缘八强。虽然留洋副攻饶书涵并没有回归助阵，但是接应陈作栋和主攻队长施金赓，联手贡献17和14分帮助福建完胜，河北接应姚宝龙斩获12分未能救主。至此，全国男排超级联赛八强提前揭晓七个席位，D组福建与冲冠热门山东同样是1胜0负力压河北0胜2负，携手A组上海2胜0负和河南1胜1负、B组浙江2胜0负与北京1胜1负、C组江苏2胜0负晋级复赛。（李显明）2019-2020赛季全国男排超级联赛第一阶段第3轮排名：1、上海金色年华：2胜0负6分、胜负局6-1、胜负分比值1.392（晋级八强）2、河南男排：1胜1负3分、胜负局4-3、胜负分比值0.962（晋级八强）3、天津食品集团：0胜2负0分、胜负局0-6、胜负分比值0.713（遗憾出局）1、浙江男排：2胜0负6分、胜负局6-2、胜负分比值1.115（晋级八强）2、北京汽车：1胜1负3分、胜负局4-3、胜负分比值1.013（晋级八强）3、广东深圳宝安明金海：0胜2负0分、胜负局1-6、胜负分比值0.871（遗憾出局）1、江苏南京广电猫猫：2胜0负6分、胜负局6-1、胜负分比值1.216（晋级八强）2、四川劲浪体育：1胜1负3分、胜负局4-3、胜负分比值1.090（出线待定）3、湖北男排：1胜1负3分、胜负局3-3、胜负分比值1.023（出线待定）4、辽宁男排：0胜2负0分、胜负局0-6、胜负分比值0.693（遗憾出局）1、福建师范大学：1胜0负3分、胜负局3-0、胜负分比值1.339（0-3八一成绩取消、晋级八强）2、山东体育：1胜0负3分、胜负局3-0、胜负分比值1.316（晋级八强）3、河北海瑞：0胜2负0分、胜负局0-6、胜负分比值0.753（遗憾出局）4、八一南昌：0胜0负0分、胜负局0-0、胜负分比值0（主动退赛）返回搜狐，查看更多,体育,男排联赛八强提前揭晓七席 八一退赛福建负场清零晋级
许昕樊振东建功马龙连胜 模拟赛“准奥运天团”登顶8月21日晚间，2020中国乒乓球队东京奥运模拟赛在海南陵水展开压轴大战，马龙、许昕、樊振东组成的男一团在男团决赛中迎战林高远、梁靖崑和王楚钦。第一盘男双比赛马龙、许昕联袂出战，对阵梁靖崑/王楚钦。首局比赛马龙./许昕相对轻松地以11-7胜出；易地再战两人开局5-1领先并以11-6再胜一局。第三局比赛梁靖崑/王楚钦一度5-3、6-4领先，中局阶段两位奥运会冠军重新掌控局面将比分扳成7平。此后马龙、许昕再接再厉，11-9赢下开门红。第二盘男单比赛由樊振东对阵林高远。首局2平后林高远连得两分，4-2领先进入中局。中局两人互有攻守，樊振东一度将比分扳平。尾局阶段林高远再度掌握主动权，11-8先胜一局。第二局樊振东一路领先，带着7-2的比分进入尾局。最终他以11-3扳平局分。第三局樊振东尾局前始终稍占上风，尾局阶段他连续得分，11-8将局分反超。第四局樊振东一路顺风顺水，最终11-6锁定胜局。第三盘男单比赛由马龙对阵王楚钦，两人既是北京队队友，也是去年赢得布达佩斯世乒赛男双冠军的搭档。首局马龙开局3-1领先，进入中局时领先优势曾扩大到四分。尾局阶段王楚钦凶猛反扑，一度10-9、11-10拿到两个局点。关键时刻马龙的表现更加稳定，最终他14-12赢下这一局。易地再战大满贯得主稳扎稳打，始终变现得棋高一着，结果11-6再胜一局。背水一战的王楚钦在第三局1-4落后时叫了一个暂停，此后他奋勇将比分扳平并7-5实现反超。最终王楚钦14-12扳回一局。第四局大部分时间双方呈现一种均势，7平之后马龙连得四分，11-7赢得本盘比赛的胜利，同时男一团也以3-0的盘分在本次模拟赛男团项目中最终登顶。（搜狐体育 温斯顿/文）返回搜狐，查看更多,体育,许昕樊振东建功马龙连胜 模拟赛“准奥运天团”登顶
德约：网坛疫情不能全怪我 再来一次还会办比赛德约接受《纽约时报》专访：你不能把所有事情都怪到一个人头上。即将开始的美网，德约科维奇就是男单冠军的最大热门，因为纳达尔和费德勒都不参赛。纳达尔的退赛理由是“美国无法控制疫情”，但在已经新冠痊愈的德约看来，这些都不是阻碍他的理由。21日，德约接受了《纽约时报》的专访，他没有回避自己身上的争议——6月他组织的慈善表演赛因防疫措施松散导致聚集性感染，他因此遭受诸多批评。“你不能把所有事情都怪到一个人头上”——如果再来一次，他说自己依然会坚持举办表演赛。德约举办的比赛毫无防疫措施。“我只是乏力、味觉丧失”今年6月，德约科维奇组织进行了一项名为阿德里亚巡回赛的慈善表演赛，结果由于赛事的防疫措施形同虚设，球员和球迷在场内场外毫无防护地接触，造成了一场聚集性感染。除了德约科维奇夫妇自己被确诊感染新冠之外，参加了比赛的迪米特洛夫、丘里奇、特洛伊基等球员，以及教练伊万尼塞维奇等人也都感染新冠病毒。如今，德约科维奇的新冠已经治愈，他也抵达了美国准备即将开始的辛辛那提大师赛和美网。在接受《纽约时报》采访时，德约称自己的新冠病情并不严重，只是经历了诸如乏力、味觉丧失等轻度症状，恢复训练后也觉得体力有所下降，但整体而言并未造成太大影响。“我想打球，这就是我身在此处的原因。个人来说我并不害怕身处危险，但我会非常小心，跟所有人一样遵守相关的规定。”和大部分参赛球员被封闭住宿在指定的酒店不同，德约科维奇和团队成员选择了自己租房住。按照规定，球员需要自付房租费用，并且要支付安保人员进行全天候“监控”的费用，以此保证遵守防疫规定。虽然费用高昂，德约还是认为很值得，因为相比官方酒店，租房住的条件还是会舒适许多。而且经过德约做主席的ATP球员工会的争取，参加美网的球员在美网结束后到欧洲进行红土赛季比赛时，不用再接受入境隔离，这也解决了德约和很多球员的“后顾之忧”。德约和NBA巨星约基奇在塞尔维亚相遇，两人双双确诊新冠。组织表演赛，我不后悔在组织的慈善表演赛出现新冠感染后，德约遭受了不少批评。但对于这些批评，德约本人并不认同，并且表示如果重来一次的话，自己还是会选择办赛。虽然表演赛期间球员和球迷之间密切接触几乎毫无防疫措施，球员还集体去夜店，但德约表示，这是由于那段时间塞尔维亚和克罗地亚疫情缓解，防疫规定的严格程度有所下降。“可能其它国家的人看着会以为我们疯了，我完全理解。可能我们不该去夜店，那是赞助商组织邀请的，大家都很开心，所有人都很过得很高兴。”“说实话，我不觉得我做错了什么。对于被感染了的人我很难过，但我不会因此对该区域的感染者觉得愧疚，你不能把所有事情都怪到一个人头上。”事实上，除了组织表演赛导致集体感染之外，德约还有另一桩关于疫情的争议——此前他曾表示，自己不想为了旅行参赛而被强制接种新冠疫苗。对此他表示，“我并不是完全反对疫苗，我只是不想被强迫注射东西到我的身体里，我相信会有能够帮助控制疫情并且副作用小的疫苗出现。”“据我所知新冠病毒在不断变异，疫苗是否真的能解决问题？”德约在比赛期间还和朋友们踢了场足球。美网唯一“巨头”，志在追赶费纳在费德勒因伤退出，纳达尔也因疫情放弃美网的情况下，德约自然成了今年美网男单冠军的最大热门人选。“这感觉很奇怪，因为他们俩都是传奇级别的选手，不管现场有没有观众，大家肯定都会很想念他们。”德约说。目前费德勒手握20座大满贯奖杯，纳达尔有19座，德约有17座，因此在美网，德约很可能收获自己的大满贯第18冠，缩小和纳达尔的差距。而在过去7个大满贯冠军头衔中，德约拿下了5次，并且他已经三度问鼎美网——“我希望能在网球世界达到更高的高度，那是我继续打球的原因。”与此同时，德约还有机会打破费德勒“310周排名世界第一”的纪录——只要德约保持自己的世界第一排名到明年3月份就可以超越费德勒。而对于美网来说，德约科维奇决定参加比赛也是一个好消息。否则一旦费纳德“三巨头”集体缺席，美网的关注度势必大为下降。德约表示，“首先我考虑的是自己和团队的身体健康状况，如果没问题的话，我作为目前的高排名选手，自然也会感到有责任参加比赛。这对网球运动的继续也很重要。”返回搜狐，查看更多,体育,德约：网坛疫情不能全怪我 再来一次还会办比赛
奥运夺冠四周年：女排出镜助威联赛 备战东京牺牲小我在四年前的里约奥运会逆袭折桂，在四年后的体育总局进行封闭集训，中国女排在走下领奖台的那一天起践行从零开始。我们不会忘记朱婷那颗摧城拔寨的大心脏，不会忘记惠若琪探头夺冠的欣喜飙泪，不会忘记张常宁诡异跳发球制造的杀机，不会忘记袁心玥抛出乐翻天的搞笑金句……虽然女排姑娘们封闭集训对于外界球迷来说颇为神秘，但有幸获邀通过云直播模式为男排联赛出镜助威和分享心得。随着全国男排超级联赛正式重启，正在北京进行封闭集训的女排姑娘们，也有望跟随恩师郎平以云直播模式出镜助威。在四年前这个特殊的日子里，中国女排面对博什科维奇领衔的塞尔维亚队，激战四局以3-1翻盘勇夺里约奥运会冠军。我们不会忘记中国女排前队长惠若琪，在冠军点凭借敏锐探头球锁定胜局的欣喜飙泪，毕竟她为这一刻付出的太多……。我们不会忘记惠若琪左肩膀留下的那七颗钢钉，不会忘记她历经两次心脏手术坚持重返赛场的勇气，也不会忘记她退役后华丽转身为公益事业践行。同样，我们不会忘记惠若琪荣膺里约奥运冠军的关键探头球，背后功臣是张常宁采用高质量跳飘球制造的这一杀机。张常宁从由于拒绝重返沙排国家队被封杀，到被郎平钦点兼任中国女排主攻和接应双替补，在国家队进进出出也算颇为坎坷。虽然曾经饱受膝伤困扰甚至尿血，但张常宁还是在去年世界杯迎来技战术巅峰，并且成功肩挑起朱婷对角的主力重任。牵手吴冠希准备步入婚礼殿堂的张常宁，出于备战东京奥运会的考虑选择牺牲小我，未来登上领奖台的那一刻或许是最宝贵的新婚礼物。当然，我们更不会忘记朱婷是里约奥运决赛的得分功臣，特别在先丢一局的不利形势下，第二、三和四局所展现出来的核心价值。同样不会忘记1/4决赛逆天淘汰巴西的那段记忆，朱婷在决胜局战至8-7后独得5分，赛点球后三绝杀送东道主悲情回家一幕。荣膺两届世界杯和里约奥运会MVP，朱婷还斩获三大赛最佳主攻，加上世俱赛、欧冠、土超和排超单项奖，不愧为世界排坛的顶级球星。作为中国女排队长和箭头人物，朱婷在东京奥运会上将面对更多的考验，好在有女排姑娘们为她共同分担。四年前在里约奥运会成功折桂后的采访，被问及“（中国女排）总是在关键时刻逆转，真的不是一般人能够做到的？”，袁心玥抛出乐翻天的金句“我们是‘二’般人，哈哈”。就是这样搞笑的袁心玥搭档朱婷坐镇中国女排，提携王梦洁、李盈莹、杨涵玉和王媛媛等新生代上位。得益于新老交替地顺利完成，让中国女排连夺大冠军杯金牌、世锦赛铜牌和世界杯金牌，成为东京奥运会的冲冠大热门。女排姑娘们在封闭集训提升卫冕砝码的同时，有望通过云直播方式为男排小伙子们助威，并且分享里约奥运逆袭夺冠的成功心得。（任煜寅）返回搜狐，查看更多,体育,奥运夺冠四周年：女排出镜助威联赛 备战东京牺牲小我
大动作！ 中国乒协将组国家青少集训队和少儿集训队2019年中国乒协召开组建国青（少）队座谈会2020年8月20日，中国乒乓球协会发布公告，将于2020年底正式组建国家乒乓球青少集训队（以下简称国青队）和国家乒乓球少儿集训队（以下简称国少队）。国青队将由年龄范围在11-14岁的男女各32名队员组成，国少队则是由年龄在7-10岁的男女各32名队员组成。两支队伍将采用集训制，根据每年的赛事安排，举行不少于2次的集训，由协会负担经费并发放装备，入选运动员将有机会代表中国队参加同年龄段国际赛事。后备人才培养是中国乒乓球保持长盛不衰的重要基石，中国乒乓球协会历来高度重视后备人才培养工作。为成立国青、国少队，中国乒协多次召集行业专家、国家队教练员、省市基层教练员针对新形势下后备人才培养工作进行了专题研讨，梳理了我国乒乓球后备人才培养的发展思路，对成立国青队和国少队的可行性进行了充分调研、探讨与论证，一致认为组建国青、国少队势在必行。公告发布的同时，中国乒乓球协会还正式下发了第一期国青、国少队选拔办法，在原有省、自治区、直辖市优秀运动队人才培养和输送模式的基础之上，更加开放：面向社会、面向学校、面向俱乐部、面向个人公开选拔优秀后备人才，最大限度激发社会的动力和活力，进一步夯实国乒青少年儿童后备人才基础。根据目前疫情防控的需要，第一期选拔赛分两阶段进行：第一阶段选拔赛由各省、自治区、直辖市乒协在其辖区范围内公开举行，并于9月起在全国各地陆续开赛；第二阶段选拔赛由中国乒协统一组织。赛事报名通知会在各省、自治区、直辖市乒乓球协会以及中国乒乓球协会官方网站同时发布，欢迎符合年龄要求的广大青少年儿童运动员积极踊跃报名参赛，在国青、国少队的舞台上充分展现自己、实现乒乓梦想。返回搜狐，查看更多,体育,大动作！ 中国乒协将组国家青少集训队和少儿集训队
日媒：东京奥运圣火传递拟维持原日程 3月开始当地时间3月19日，2020年东京奥运会圣火交接仪式在雅典帕纳辛奈科体育场进行。图为井本直步子托起火种。中新网客户端8月20日电 据日本共同社报道，关于受新冠肺炎疫情影响而延期至明年夏季的东京奥运会圣火传递活动，组委会已初步决定，基本维持原定巡回日本全国47个都道府县的121天日程。明年3月25日以福岛县足球设施“J-Village”(位于楢叶町、广野町)为起点的计划预计将再度进入准备阶段。报道同时指出，根据今后的疫情，也可能会对包括天数在内的实施方式进行调整。随着奥运会延期，组委会为开展涉及整体运营的成本削减等工作，考虑对圣火传递也进行简化。不过报道援引奥运相关人士言论称，即便减少天数，对压缩经费的效果也不大，变更计划还需要得到地方政府和赞助商等许多相关方面的理解，因此放弃。据分析，有关在各地举行的圣火抵达庆祝活动，组委会将与各都道府县的执委会就缩小规模或取消等简化事宜展开磋商。东京奥运圣火传递活动原定今年3月26日以J-Village为起点，历时121天巡回日本全国。组委会表示，拟在重启的圣火传递中优先已选定的约1万名火炬手，以及包含各地名胜古迹等的路线。(完)返回搜狐，查看更多,体育,日媒：东京奥运圣火传递拟维持原日程 3月开始
